date,service_name,cpu,recieved_bytes,transmitted_bytes
1598656500000000000,srv0,,,
1598656800000000000,srv0,,,
1598657100000000000,srv0,,,
1598657400000000000,srv0,,,
1598657700000000000,srv0,,,
1598658000000000000,srv0,,,
1598658300000000000,srv0,,,
1598658600000000000,srv0,,,
1598658900000000000,srv0,,,
1598659200000000000,srv0,,,
1598659500000000000,srv0,,,
1598659800000000000,srv0,,,
1598660100000000000,srv0,,,
1598660400000000000,srv0,,,
1598660700000000000,srv0,,,
1598661000000000000,srv0,,,
1598661300000000000,srv0,,,
1598661600000000000,srv0,,,
1598661900000000000,srv0,,,
1598662200000000000,srv0,,,
1598662500000000000,srv0,,,
1598662800000000000,srv0,,,
1598663100000000000,srv0,,,
1598663400000000000,srv0,,,
1598663700000000000,srv0,,,
1598664000000000000,srv0,,,
1598664300000000000,srv0,,,
1598664600000000000,srv0,,,
1598664900000000000,srv0,,,
1598665200000000000,srv0,,,
1598665500000000000,srv0,,,
1598665800000000000,srv0,,,
1598666100000000000,srv0,,,
1598666400000000000,srv0,,,
1598666700000000000,srv0,,,
1598667000000000000,srv0,,,
1598667300000000000,srv0,,,
1598667600000000000,srv0,,,
1598667900000000000,srv0,,,
1598668200000000000,srv0,,,
1598668500000000000,srv0,,,
1598668800000000000,srv0,,,
1598669100000000000,srv0,,,
1598669400000000000,srv0,,,
1598669700000000000,srv0,,,
1598670000000000000,srv0,,,
1598670300000000000,srv0,,,
1598670600000000000,srv0,,,
1598670900000000000,srv0,,,
1598671200000000000,srv0,,,
1598671500000000000,srv0,,,
1598671800000000000,srv0,,,
1598672100000000000,srv0,,,
1598672400000000000,srv0,,,
1598672700000000000,srv0,,,
1598673000000000000,srv0,,,
1598673300000000000,srv0,,,
1598673600000000000,srv0,,,
1598673900000000000,srv0,,,
1598674200000000000,srv0,,,
1598674500000000000,srv0,,,
1598674800000000000,srv0,,,
1598675100000000000,srv0,,,
1598675400000000000,srv0,,,
1598675700000000000,srv0,,,
1598676000000000000,srv0,,,
1598676300000000000,srv0,,,
1598676600000000000,srv0,,,
1598676900000000000,srv0,,,
1598677200000000000,srv0,,,
1598677500000000000,srv0,,,
1598677800000000000,srv0,,,
1598678100000000000,srv0,,,
1598678400000000000,srv0,,,
1598678700000000000,srv0,,,
1598679000000000000,srv0,,,
1598679300000000000,srv0,,,
1598679600000000000,srv0,,,
1598679900000000000,srv0,,,
1598680200000000000,srv0,,,
1598680500000000000,srv0,,,
1598680800000000000,srv0,,,
1598681100000000000,srv0,,,
1598681400000000000,srv0,,,
1598681700000000000,srv0,,,
1598682000000000000,srv0,,,
1598682300000000000,srv0,,,
1598682600000000000,srv0,,,
1598682900000000000,srv0,,,
1598683200000000000,srv0,,,
1598683500000000000,srv0,,,
1598683800000000000,srv0,,,
1598684100000000000,srv0,,,
1598684400000000000,srv0,,,
1598684700000000000,srv0,,,
1598685000000000000,srv0,,,
1598685300000000000,srv0,,,
1598685600000000000,srv0,,,
1598685900000000000,srv0,,,
1598686200000000000,srv0,,,
1598686500000000000,srv0,,,
1598686800000000000,srv0,,,
1598687100000000000,srv0,,,
1598687400000000000,srv0,,,
1598687700000000000,srv0,,,
1598688000000000000,srv0,,,
1598688300000000000,srv0,,,
1598688600000000000,srv0,,,
1598688900000000000,srv0,,,
1598689200000000000,srv0,,,
1598689500000000000,srv0,,,
1598689800000000000,srv0,,,
1598690100000000000,srv0,,,
1598690400000000000,srv0,,,
1598690700000000000,srv0,,,
1598691000000000000,srv0,,,
1598691300000000000,srv0,,,
1598691600000000000,srv0,,,
1598691900000000000,srv0,,,
1598692200000000000,srv0,,,
1598692500000000000,srv0,,,
1598692800000000000,srv0,,,
1598693100000000000,srv0,,,
1598693400000000000,srv0,,,
1598693700000000000,srv0,,,
1598694000000000000,srv0,,,
1598694300000000000,srv0,,,
1598694600000000000,srv0,,,
1598694900000000000,srv0,,,
1598695200000000000,srv0,,,
1598695500000000000,srv0,,,
1598695800000000000,srv0,,,
1598696100000000000,srv0,,,
1598696400000000000,srv0,,,
1598696700000000000,srv0,,,
1598697000000000000,srv0,,,
1598697300000000000,srv0,,,
1598697600000000000,srv0,,,
1598697900000000000,srv0,,,
1598698200000000000,srv0,,,
1598698500000000000,srv0,,,
1598698800000000000,srv0,,,
1598699100000000000,srv0,,,
1598699400000000000,srv0,,,
1598699700000000000,srv0,,,
1598700000000000000,srv0,,,
1598700300000000000,srv0,,,
1598700600000000000,srv0,,,
1598700900000000000,srv0,,,
1598701200000000000,srv0,,,
1598701500000000000,srv0,,,
1598701800000000000,srv0,,,
1598702100000000000,srv0,,,
1598702400000000000,srv0,,,
1598702700000000000,srv0,,,
1598703000000000000,srv0,,,
1598703300000000000,srv0,,,
1598703600000000000,srv0,,,
1598703900000000000,srv0,,,
1598704200000000000,srv0,,,
1598704500000000000,srv0,,,
1598704800000000000,srv0,,,
1598705100000000000,srv0,,,
1598705400000000000,srv0,,,
1598705700000000000,srv0,,,
1598706000000000000,srv0,,,
1598706300000000000,srv0,,,
1598706600000000000,srv0,,,
1598706900000000000,srv0,,,
1598707200000000000,srv0,,,
1598707500000000000,srv0,,,
1598707800000000000,srv0,,,
1598708100000000000,srv0,,,
1598708400000000000,srv0,,,
1598708700000000000,srv0,,,
1598709000000000000,srv0,,,
1598709300000000000,srv0,,,
1598709600000000000,srv0,,,
1598709900000000000,srv0,,,
1598710200000000000,srv0,,,
1598710500000000000,srv0,,,
1598710800000000000,srv0,,,
1598711100000000000,srv0,,,
1598711400000000000,srv0,,,
1598711700000000000,srv0,,,
1598712000000000000,srv0,,,
1598712300000000000,srv0,,,
1598712600000000000,srv0,,,
1598712900000000000,srv0,,,
1598713200000000000,srv0,,,
1598713500000000000,srv0,,,
1598713800000000000,srv0,,,
1598714100000000000,srv0,,,
1598714400000000000,srv0,,,
1598714700000000000,srv0,,,
1598715000000000000,srv0,,,
1598715300000000000,srv0,,,
1598715600000000000,srv0,,,
1598715900000000000,srv0,,,
1598716200000000000,srv0,,,
1598716500000000000,srv0,,,
1598716800000000000,srv0,,,
1598717100000000000,srv0,,,
1598717400000000000,srv0,,,
1598717700000000000,srv0,,,
1598718000000000000,srv0,,,
1598718300000000000,srv0,,,
1598718600000000000,srv0,,,
1598718900000000000,srv0,,,
1598719200000000000,srv0,,,
1598719500000000000,srv0,,,
1598719800000000000,srv0,,,
1598720100000000000,srv0,,,
1598720400000000000,srv0,,,
1598720700000000000,srv0,,,
1598721000000000000,srv0,,,
1598721300000000000,srv0,,,
1598721600000000000,srv0,,,
1598721900000000000,srv0,,,
1598722200000000000,srv0,,,
1598722500000000000,srv0,,,
1598722800000000000,srv0,,,
1598723100000000000,srv0,,,
1598723400000000000,srv0,,,
1598723700000000000,srv0,,,
1598724000000000000,srv0,,,
1598724300000000000,srv0,,,
1598724600000000000,srv0,,,
1598724900000000000,srv0,,,
1598725200000000000,srv0,,,
1598725500000000000,srv0,,,
1598725800000000000,srv0,,,
1598726100000000000,srv0,,,
1598726400000000000,srv0,,,
1598726700000000000,srv0,,,
1598727000000000000,srv0,,,
1598727300000000000,srv0,,,
1598727600000000000,srv0,,,
1598727900000000000,srv0,,,
1598728200000000000,srv0,,,
1598728500000000000,srv0,,,
1598728800000000000,srv0,,,
1598729100000000000,srv0,,,
1598729400000000000,srv0,,,
1598729700000000000,srv0,,,
1598730000000000000,srv0,,,
1598730300000000000,srv0,,,
1598730600000000000,srv0,,,
1598730900000000000,srv0,,,
1598731200000000000,srv0,,,
1598731500000000000,srv0,,,
1598731800000000000,srv0,,,
1598732100000000000,srv0,,,
1598732400000000000,srv0,,,
1598732700000000000,srv0,,,
1598733000000000000,srv0,,,
1598733300000000000,srv0,,,
1598733600000000000,srv0,,,
1598733900000000000,srv0,,,
1598734200000000000,srv0,,,
1598734500000000000,srv0,,,
1598734800000000000,srv0,,,
1598735100000000000,srv0,,,
1598735400000000000,srv0,,,
1598735700000000000,srv0,,,
1598736000000000000,srv0,,,
1598736300000000000,srv0,,,
1598736600000000000,srv0,,,
1598736900000000000,srv0,,,
1598737200000000000,srv0,,,
1598737500000000000,srv0,,,
1598737800000000000,srv0,,,
1598738100000000000,srv0,,,
1598738400000000000,srv0,,,
1598738700000000000,srv0,,,
1598739000000000000,srv0,,,
1598739300000000000,srv0,,,
1598739600000000000,srv0,,,
1598739900000000000,srv0,,,
1598740200000000000,srv0,,,
1598740500000000000,srv0,,,
1598740800000000000,srv0,,,
1598741100000000000,srv0,,,
1598741400000000000,srv0,,,
1598741700000000000,srv0,,,
1598742000000000000,srv0,,,
1598742300000000000,srv0,,,
1598742600000000000,srv0,,,
1598742900000000000,srv0,,,
1598743200000000000,srv0,,,
1598743500000000000,srv0,,,
1598743800000000000,srv0,,,
1598744100000000000,srv0,,,
1598744400000000000,srv0,,,
1598744700000000000,srv0,,,
1598745000000000000,srv0,,,
1598745300000000000,srv0,,,
1598745600000000000,srv0,,,
1598745900000000000,srv0,,,
1598746200000000000,srv0,,,
1598746500000000000,srv0,,,
1598746800000000000,srv0,,,
1598747100000000000,srv0,,,
1598747400000000000,srv0,,,
1598747700000000000,srv0,,,
1598748000000000000,srv0,,,
1598748300000000000,srv0,,,
1598748600000000000,srv0,,,
1598748900000000000,srv0,,,
1598749200000000000,srv0,,,
1598749500000000000,srv0,,,
1598749800000000000,srv0,,,
1598750100000000000,srv0,,,
1598750400000000000,srv0,,,
1598750700000000000,srv0,,,
1598751000000000000,srv0,,,
1598751300000000000,srv0,,,
1598751600000000000,srv0,,,
1598751900000000000,srv0,,,
1598752200000000000,srv0,,,
1598752500000000000,srv0,,,
1598752800000000000,srv0,,,
1598753100000000000,srv0,,,
1598753400000000000,srv0,,,
1598753700000000000,srv0,,,
1598754000000000000,srv0,,,
1598754300000000000,srv0,,,
1598754600000000000,srv0,,,
1598754900000000000,srv0,,,
1598755200000000000,srv0,,,
1598755500000000000,srv0,,,
1598755800000000000,srv0,,,
1598756100000000000,srv0,,,
1598756400000000000,srv0,,,
1598756700000000000,srv0,,,
1598757000000000000,srv0,,,
1598757300000000000,srv0,,,
1598757600000000000,srv0,,,
1598757900000000000,srv0,,,
1598758200000000000,srv0,,,
1598758500000000000,srv0,,,
1598758800000000000,srv0,,,
1598759100000000000,srv0,,,
1598759400000000000,srv0,,,
1598759700000000000,srv0,,,
1598760000000000000,srv0,,,
1598760300000000000,srv0,,,
1598760600000000000,srv0,,,
1598760900000000000,srv0,,,
1598761200000000000,srv0,,,
1598761500000000000,srv0,,,
1598761800000000000,srv0,,,
1598762100000000000,srv0,,,
1598762400000000000,srv0,,,
1598762700000000000,srv0,,,
1598763000000000000,srv0,,,
1598763300000000000,srv0,,,
1598763600000000000,srv0,,,
1598763900000000000,srv0,,,
1598764200000000000,srv0,,,
1598764500000000000,srv0,,,
1598764800000000000,srv0,,,
1598765100000000000,srv0,,,
1598765400000000000,srv0,,,
1598765700000000000,srv0,,,
1598766000000000000,srv0,,,
1598766300000000000,srv0,,,
1598766600000000000,srv0,,,
1598766900000000000,srv0,,,
1598767200000000000,srv0,,,
1598767500000000000,srv0,,,
1598767800000000000,srv0,,,
1598768100000000000,srv0,,,
1598768400000000000,srv0,,,
1598768700000000000,srv0,,,
1598769000000000000,srv0,,,
1598769300000000000,srv0,,,
1598769600000000000,srv0,,,
1598769900000000000,srv0,,,
1598770200000000000,srv0,,,
1598770500000000000,srv0,,,
1598770800000000000,srv0,4.100889e-02,8.755395e+04,1.923092e+05
1598771100000000000,srv0,3.957238e-02,9.466560e+04,2.012782e+05
1598771400000000000,srv0,4.112908e-02,8.974007e+04,2.044026e+05
1598771700000000000,srv0,4.240280e-02,1.020170e+05,2.098031e+05
1598772000000000000,srv0,4.308446e-02,8.777287e+04,2.121011e+05
1598772300000000000,srv0,4.509585e-02,1.013501e+05,2.226319e+05
1598772600000000000,srv0,4.511129e-02,9.882673e+04,2.235990e+05
1598772900000000000,srv0,4.708831e-02,1.030017e+05,2.357839e+05
1598773200000000000,srv0,4.705888e-02,1.019151e+05,2.339262e+05
1598773500000000000,srv0,4.828470e-02,1.157356e+05,2.416287e+05
1598773800000000000,srv0,4.936586e-02,1.071613e+05,2.457257e+05
1598774100000000000,srv0,5.025023e-02,1.132064e+05,2.543809e+05
1598774400000000000,srv0,5.319131e-02,1.106247e+05,2.665049e+05
1598774700000000000,srv0,5.405260e-02,1.183445e+05,2.719466e+05
1598775000000000000,srv0,5.558774e-02,1.176216e+05,2.787877e+05
1598775300000000000,srv0,5.656305e-02,1.222895e+05,2.776151e+05
1598775600000000000,srv0,5.690170e-02,1.224167e+05,2.882006e+05
1598775900000000000,srv0,5.763842e-02,1.313140e+05,2.885795e+05
1598776200000000000,srv0,5.918987e-02,1.273714e+05,3.029555e+05
1598776500000000000,srv0,6.104434e-02,1.346245e+05,3.043689e+05
1598776800000000000,srv0,6.159238e-02,1.318546e+05,3.123596e+05
1598777100000000000,srv0,6.297965e-02,1.384740e+05,3.198580e+05
1598777400000000000,srv0,6.390008e-02,1.348857e+05,3.257591e+05
1598777700000000000,srv0,6.423986e-02,1.396259e+05,3.229771e+05
1598778000000000000,srv0,6.733831e-02,1.410784e+05,3.405682e+05
1598778300000000000,srv0,6.914757e-02,1.512793e+05,3.497189e+05
1598778600000000000,srv0,7.012761e-02,1.510838e+05,3.630895e+05
1598778900000000000,srv0,7.314083e-02,1.572279e+05,3.635591e+05
1598779200000000000,srv0,7.201315e-02,1.533020e+05,3.686278e+05
1598779500000000000,srv0,7.473232e-02,1.596614e+05,3.744323e+05
1598779800000000000,srv0,7.482215e-02,1.614515e+05,3.907392e+05
1598780100000000000,srv0,7.624112e-02,1.620287e+05,3.827866e+05
1598780400000000000,srv0,7.766671e-02,1.693091e+05,3.978243e+05
1598780700000000000,srv0,7.805203e-02,1.635941e+05,3.941640e+05
1598781000000000000,srv0,7.806912e-02,1.663884e+05,3.994152e+05
1598781300000000000,srv0,7.882437e-02,1.738073e+05,4.085917e+05
1598781600000000000,srv0,8.241197e-02,1.743402e+05,4.239922e+05
1598781900000000000,srv0,8.460530e-02,1.825624e+05,4.334410e+05
1598782200000000000,srv0,8.411198e-02,1.803321e+05,4.263584e+05
1598782500000000000,srv0,8.395138e-02,1.898878e+05,4.274483e+05
1598782800000000000,srv0,8.367118e-02,1.836042e+05,4.296744e+05
1598783100000000000,srv0,8.554569e-02,1.915309e+05,4.317658e+05
1598783400000000000,srv0,8.506575e-02,1.871454e+05,4.410552e+05
1598783700000000000,srv0,8.489012e-02,1.943367e+05,4.308504e+05
1598784000000000000,srv0,8.638590e-02,1.777167e+05,4.319334e+05
1598784300000000000,srv0,8.671714e-02,1.870096e+05,4.470490e+05
1598784600000000000,srv0,8.696980e-02,1.831178e+05,4.392406e+05
1598784900000000000,srv0,8.597088e-02,1.858972e+05,4.394282e+05
1598785200000000000,srv0,8.740579e-02,1.855674e+05,4.510449e+05
1598785500000000000,srv0,8.983061e-02,1.851630e+05,4.473881e+05
1598785800000000000,srv0,8.786644e-02,1.883818e+05,4.577895e+05
1598786100000000000,srv0,6.410219e-02,1.469481e+05,3.272099e+05
1598786400000000000,srv0,1.084934e-03,1.264946e+04,6.096752e+03
1598786700000000000,srv0,1.185916e-02,3.403723e+04,6.304818e+04
1598787000000000000,srv0,8.855237e-02,1.852502e+05,4.501414e+05
1598787300000000000,srv0,8.856995e-02,1.913443e+05,4.546883e+05
1598787600000000000,srv0,8.783318e-02,1.845481e+05,4.459497e+05
1598787900000000000,srv0,8.929647e-02,1.925644e+05,4.560989e+05
1598788200000000000,srv0,9.078151e-02,1.942012e+05,4.615608e+05
1598788500000000000,srv0,9.011222e-02,1.915214e+05,4.451089e+05
1598788800000000000,srv0,8.972532e-02,1.853520e+05,4.599097e+05
1598789100000000000,srv0,8.851381e-02,1.905057e+05,4.570776e+05
1598789400000000000,srv0,8.966359e-02,1.841797e+05,4.574394e+05
1598789700000000000,srv0,8.917461e-02,1.941500e+05,4.569440e+05
1598790000000000000,srv0,8.840994e-02,1.867437e+05,4.584579e+05
1598790300000000000,srv0,9.007972e-02,2.017660e+05,4.652556e+05
1598790600000000000,srv0,8.978590e-02,1.876246e+05,4.574091e+05
1598790900000000000,srv0,8.721727e-02,1.938689e+05,4.548973e+05
1598791200000000000,srv0,8.895197e-02,1.850801e+05,4.607966e+05
1598791500000000000,srv0,8.918423e-02,1.877803e+05,4.554241e+05
1598791800000000000,srv0,8.904655e-02,1.903031e+05,4.571236e+05
1598792100000000000,srv0,9.052474e-02,1.905487e+05,4.638550e+05
1598792400000000000,srv0,8.859702e-02,1.876516e+05,4.514607e+05
1598792700000000000,srv0,8.815500e-02,1.936817e+05,4.609622e+05
1598793000000000000,srv0,9.161245e-02,1.882051e+05,4.547917e+05
1598793300000000000,srv0,8.826574e-02,1.974816e+05,4.689228e+05
1598793600000000000,srv0,8.887219e-02,1.860371e+05,4.569813e+05
1598793900000000000,srv0,8.802103e-02,1.905580e+05,4.585301e+05
1598794200000000000,srv0,9.045463e-02,1.895378e+05,4.574620e+05
1598794500000000000,srv0,8.727046e-02,1.872089e+05,4.560608e+05
1598794800000000000,srv0,8.885304e-02,1.899674e+05,4.588347e+05
1598795100000000000,srv0,8.913937e-02,2.003413e+05,4.624661e+05
1598795400000000000,srv0,8.776223e-02,1.850624e+05,4.597077e+05
1598795700000000000,srv0,8.896406e-02,1.866094e+05,4.497853e+05
1598796000000000000,srv0,8.631533e-02,1.888981e+05,4.586057e+05
1598796300000000000,srv0,8.956052e-02,1.896503e+05,4.510958e+05
1598796600000000000,srv0,8.636381e-02,1.898619e+05,4.579763e+05
1598796900000000000,srv0,8.718967e-02,1.906972e+05,4.490625e+05
1598797200000000000,srv0,8.759535e-02,1.844996e+05,4.487423e+05
1598797500000000000,srv0,8.652027e-02,1.931110e+05,4.484118e+05
1598797800000000000,srv0,8.662393e-02,1.790047e+05,4.444004e+05
1598798100000000000,srv0,8.708544e-02,1.873685e+05,4.491857e+05
1598798400000000000,srv0,8.579378e-02,1.846977e+05,4.450000e+05
1598798700000000000,srv0,8.671850e-02,1.885601e+05,4.512605e+05
1598799000000000000,srv0,8.669244e-02,1.842220e+05,4.452768e+05
1598799300000000000,srv0,8.630649e-02,1.907077e+05,4.508488e+05
1598799600000000000,srv0,8.812088e-02,1.819456e+05,4.502280e+05
1598799900000000000,srv0,3.632134e-02,8.568287e+04,1.878413e+05
1598800200000000000,srv0,1.080638e-03,9.089261e+03,6.067260e+03
1598800500000000000,srv0,2.027415e-03,1.765946e+04,1.413823e+04
1598800800000000000,srv0,8.499625e-02,1.792988e+05,4.289644e+05
1598801100000000000,srv0,8.545815e-02,1.877670e+05,4.474428e+05
1598801400000000000,srv0,8.682520e-02,1.844197e+05,4.486870e+05
1598801700000000000,srv0,8.582032e-02,1.886268e+05,4.388057e+05
1598802000000000000,srv0,8.579625e-02,1.795307e+05,4.418751e+05
1598802300000000000,srv0,8.531440e-02,1.853057e+05,4.368952e+05
1598802600000000000,srv0,8.601211e-02,1.799740e+05,4.454243e+05
1598802900000000000,srv0,8.523170e-02,1.862719e+05,4.408064e+05
1598803200000000000,srv0,8.807096e-02,1.868732e+05,4.388327e+05
1598803500000000000,srv0,8.353513e-02,1.845790e+05,4.463608e+05
1598803800000000000,srv0,8.620145e-02,1.816567e+05,4.414248e+05
1598804100000000000,srv0,8.439649e-02,1.849914e+05,4.288471e+05
1598804400000000000,srv0,8.440296e-02,1.798809e+05,4.421276e+05
1598804700000000000,srv0,8.503334e-02,1.868150e+05,4.321043e+05
1598805000000000000,srv0,8.403363e-02,1.782691e+05,4.328424e+05
1598805300000000000,srv0,8.477074e-02,1.815789e+05,4.409939e+05
1598805600000000000,srv0,8.229262e-02,1.777015e+05,4.290367e+05
1598805900000000000,srv0,8.272228e-02,1.809252e+05,4.226762e+05
1598806200000000000,srv0,8.569160e-02,1.808275e+05,4.376267e+05
1598806500000000000,srv0,8.347257e-02,1.842401e+05,4.396959e+05
1598806800000000000,srv0,8.527212e-02,1.792856e+05,4.279526e+05
1598807100000000000,srv0,8.251424e-02,1.878611e+05,4.450318e+05
1598807400000000000,srv0,8.409858e-02,1.801903e+05,4.386779e+05
1598807700000000000,srv0,8.463887e-02,1.778815e+05,4.227238e+05
1598808000000000000,srv0,8.330159e-02,1.767167e+05,4.343154e+05
1598808300000000000,srv0,8.351858e-02,1.826656e+05,4.390850e+05
1598808600000000000,srv0,8.328206e-02,1.786540e+05,4.249051e+05
1598808900000000000,srv0,8.316204e-02,1.852878e+05,4.352704e+05
1598809200000000000,srv0,8.320243e-02,1.785532e+05,4.318048e+05
1598809500000000000,srv0,8.049715e-02,1.795107e+05,4.210193e+05
1598809800000000000,srv0,8.437751e-02,1.823851e+05,4.376976e+05
1598810100000000000,srv0,8.229104e-02,1.784330e+05,4.282747e+05
1598810400000000000,srv0,8.305727e-02,1.769670e+05,4.277854e+05
1598810700000000000,srv0,8.303736e-02,1.792168e+05,4.230772e+05
1598811000000000000,srv0,8.361650e-02,1.801596e+05,4.399101e+05
1598811300000000000,srv0,8.178227e-02,1.863287e+05,4.260579e+05
1598811600000000000,srv0,8.177614e-02,1.732025e+05,4.130429e+05
1598811900000000000,srv0,8.196262e-02,1.827528e+05,4.289917e+05
1598812200000000000,srv0,8.309100e-02,1.714103e+05,4.236161e+05
1598812500000000000,srv0,8.103288e-02,1.779480e+05,4.154921e+05
1598812800000000000,srv0,8.017156e-02,1.735534e+05,4.158983e+05
1598813100000000000,srv0,7.912770e-02,1.723146e+05,4.097223e+05
1598813400000000000,srv0,8.107329e-02,1.762234e+05,4.286921e+05
1598813700000000000,srv0,8.072885e-02,1.761149e+05,4.108443e+05
1598814000000000000,srv0,7.876714e-02,1.662056e+05,4.050571e+05
1598814300000000000,srv0,8.008240e-02,1.718046e+05,4.057972e+05
1598814600000000000,srv0,8.067665e-02,1.668134e+05,4.065992e+05
1598814900000000000,srv0,7.933597e-02,1.781461e+05,4.149874e+05
1598815200000000000,srv0,7.750575e-02,1.669838e+05,3.993725e+05
1598815500000000000,srv0,7.820961e-02,1.699669e+05,3.974387e+05
1598815800000000000,srv0,7.818922e-02,1.673397e+05,4.014169e+05
1598816100000000000,srv0,7.719368e-02,1.715693e+05,3.971154e+05
1598816400000000000,srv0,7.637513e-02,1.624071e+05,3.946927e+05
1598816700000000000,srv0,7.677861e-02,1.676673e+05,3.989064e+05
1598817000000000000,srv0,7.586403e-02,1.584445e+05,3.875132e+05
1598817300000000000,srv0,7.594435e-02,1.700435e+05,4.009096e+05
1598817600000000000,srv0,7.570679e-02,1.620146e+05,3.859775e+05
1598817900000000000,srv0,7.594322e-02,1.635688e+05,3.857433e+05
1598818200000000000,srv0,7.482227e-02,1.589733e+05,3.824199e+05
1598818500000000000,srv0,7.451284e-02,1.620379e+05,3.771228e+05
1598818800000000000,srv0,7.102276e-02,1.544645e+05,3.704709e+05
1598819100000000000,srv0,7.062665e-02,1.551717e+05,3.631118e+05
1598819400000000000,srv0,7.127853e-02,1.477419e+05,3.587947e+05
1598819700000000000,srv0,6.963471e-02,1.526208e+05,3.575885e+05
1598820000000000000,srv0,6.782190e-02,1.470204e+05,3.493842e+05
1598820300000000000,srv0,6.686478e-02,1.463464e+05,3.405070e+05
1598820600000000000,srv0,6.763789e-02,1.510340e+05,3.485785e+05
1598820900000000000,srv0,6.610088e-02,1.491958e+05,3.425561e+05
1598821200000000000,srv0,6.423967e-02,1.387643e+05,3.296942e+05
1598821500000000000,srv0,6.373797e-02,1.357356e+05,3.172969e+05
1598821800000000000,srv0,6.299090e-02,1.330285e+05,3.178579e+05
1598822100000000000,srv0,6.181970e-02,1.359342e+05,3.160090e+05
1598822400000000000,srv0,6.150259e-02,1.297464e+05,3.047893e+05
1598822700000000000,srv0,5.921489e-02,1.269561e+05,2.984863e+05
1598823000000000000,srv0,5.833690e-02,1.286953e+05,2.971677e+05
1598823300000000000,srv0,5.832110e-02,1.298640e+05,2.905922e+05
1598823600000000000,srv0,5.591085e-02,1.180995e+05,2.771213e+05
1598823900000000000,srv0,5.375262e-02,1.263520e+05,2.719049e+05
1598824200000000000,srv0,5.418889e-02,1.175569e+05,2.758692e+05
1598824500000000000,srv0,5.136200e-02,1.174023e+05,2.628337e+05
1598824800000000000,srv0,5.144950e-02,1.073523e+05,2.533922e+05
1598825100000000000,srv0,4.896116e-02,1.103943e+05,2.478933e+05
1598825400000000000,srv0,4.903039e-02,1.053641e+05,2.439489e+05
1598825700000000000,srv0,4.676406e-02,1.034339e+05,2.359714e+05
1598826000000000000,srv0,4.604017e-02,1.015717e+05,2.306820e+05
1598826300000000000,srv0,4.425092e-02,1.023030e+05,2.227628e+05
1598826600000000000,srv0,4.399604e-02,9.555675e+04,2.152984e+05
1598826900000000000,srv0,4.176897e-02,9.749544e+04,2.107002e+05
1598827200000000000,srv0,4.094535e-02,8.679141e+04,2.035701e+05
1598827500000000000,srv0,3.987478e-02,8.889191e+04,1.982603e+05
1598827800000000000,srv0,3.899508e-02,8.494565e+04,1.924917e+05
1598828100000000000,srv0,3.777687e-02,8.480944e+04,1.851961e+05
1598828400000000000,srv0,3.583877e-02,8.395087e+04,1.777699e+05
1598828700000000000,srv0,3.464663e-02,8.215739e+04,1.712275e+05
1598829000000000000,srv0,3.395956e-02,7.771801e+04,1.666795e+05
1598829300000000000,srv0,3.276515e-02,8.132560e+04,1.638640e+05
1598829600000000000,srv0,3.155000e-02,6.662162e+04,1.535370e+05
1598829900000000000,srv0,3.081307e-02,6.976665e+04,1.495910e+05
1598830200000000000,srv0,2.948299e-02,6.824658e+04,1.453992e+05
1598830500000000000,srv0,2.853197e-02,6.975414e+04,1.400779e+05
1598830800000000000,srv0,2.849721e-02,6.481094e+04,1.349780e+05
1598831100000000000,srv0,2.676497e-02,7.086644e+04,1.299924e+05
1598831400000000000,srv0,2.557010e-02,5.513208e+04,1.255490e+05
1598831700000000000,srv0,2.531591e-02,5.915114e+04,1.222777e+05
1598832000000000000,srv0,2.532927e-02,5.774441e+04,1.219493e+05
1598832300000000000,srv0,2.475451e-02,6.202788e+04,1.189660e+05
1598832600000000000,srv0,2.307407e-02,5.447945e+04,1.113593e+05
1598832900000000000,srv0,2.324607e-02,5.747342e+04,1.104420e+05
1598833200000000000,srv0,2.158071e-02,4.643786e+04,1.052415e+05
1598833500000000000,srv0,2.072038e-02,5.098410e+04,9.793020e+04
1598833800000000000,srv0,2.035186e-02,4.870019e+04,9.702926e+04
1598834100000000000,srv0,1.960663e-02,5.743740e+04,9.418982e+04
1598834400000000000,srv0,1.914138e-02,4.258833e+04,9.135192e+04
1598834700000000000,srv0,1.838970e-02,4.414328e+04,8.676282e+04
1598835000000000000,srv0,1.801318e-02,4.413028e+04,8.609661e+04
1598835300000000000,srv0,1.741129e-02,4.870037e+04,8.373046e+04
1598835600000000000,srv0,1.727148e-02,3.954280e+04,8.047408e+04
1598835900000000000,srv0,1.662871e-02,4.673837e+04,7.761521e+04
1598836200000000000,srv0,1.624923e-02,3.821185e+04,7.732164e+04
1598836500000000000,srv0,1.575668e-02,4.451960e+04,7.512395e+04
1598836800000000000,srv0,1.569774e-02,3.877035e+04,7.422636e+04
1598837100000000000,srv0,1.537190e-02,3.814046e+04,7.110170e+04
1598837400000000000,srv0,1.481341e-02,3.612970e+04,7.187860e+04
1598837700000000000,srv0,1.448830e-02,4.300581e+04,7.007013e+04
1598838000000000000,srv0,1.445917e-02,3.537527e+04,6.857013e+04
1598838300000000000,srv0,1.432633e-02,3.603934e+04,6.762265e+04
1598838600000000000,srv0,1.424716e-02,4.081823e+04,6.787470e+04
1598838900000000000,srv0,1.424085e-02,4.405483e+04,6.809135e+04
1598839200000000000,srv0,1.465157e-02,3.394458e+04,6.962912e+04
